887591381	20181119	201811	2018	2018.8740											BUS	COMPANY						BUS			0	057	057	05	1	8.0	6	1	6	1.41322781232335	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20191119134500	https://www.aporrea.org/actualidad/a284503.html
887591382	20181119	201811	2018	2018.8740											BUS	COMPANY						BUS			0	057	057	05	1	8.0	4	1	4	1.41322781232335	0								1	China	CH	CH		35	105	CH	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20191119134500	https://www.aporrea.org/actualidad/a284503.html
887591383	20181119	201811	2018	2018.8740											VEN	CARACAS	VEN								0	042	042	04	1	1.9	6	1	6	1.41322781232335	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Tinaquillo, Cojedes, Venezuela	VE	VE08	31940	9.91861	-68.3047	-959503	20191119134500	https://www.aporrea.org/actualidad/a284503.html
887591384	20181119	201811	2018	2018.8740	AFGINSTAL	TALIBAN	AFG	TAL				INS			USA	THE US	USA								0	042	042	04	1	1.9	20	2	20	-3.00555422838032	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20191119134500	https://extra.globo.com/noticias/economia/refens-ocidentais-sao-libertados-pelo-taliban-afegao-em-troca-de-comandantes-24088391.html
887591385	20181119	201811	2018	2018.8740	AFGINSTAL	TALIBAN	AFG	TAL				INS			USA	THE US	USA								0	043	043	04	1	2.8	20	2	20	-3.00555422838032	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20191119134500	https://extra.globo.com/noticias/economia/refens-ocidentais-sao-libertados-pelo-taliban-afegao-em-troca-de-comandantes-24088391.html
887591386	20181119	201811	2018	2018.8740	BOL	BOLIVIA	BOL								UAF	TERRORIST						UAF			1	173	173	17	4	-5.0	10	1	10	-6.08899297423887	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	20191119134500	http://www.ilgiornale.it/news/cronache/cassazione-boccia-ricorso-ergastolo-confermato-cesare-1786873.html
887591387	20181119	201811	2018	2018.8740	BUS	COMPANY						BUS													0	057	057	05	1	8.0	6	1	6	1.41322781232335	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20191119134500	https://www.aporrea.org/actualidad/a284503.html
887591388	20181119	201811	2018	2018.8740	BUS	COMPANY						BUS													0	057	057	05	1	8.0	4	1	4	1.41322781232335	1	China	CH	CH		35	105	CH	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20191119134500	https://www.aporrea.org/actualidad/a284503.html
887591389	20181119	201811	2018	2018.8740	EDU	SCHOOL						EDU													1	020	020	02	1	3.0	10	1	10	-2.46478873239436	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20191119134500	https://www.ivg.it/2019/11/scuole-superiori-al-freddo-da-albenga-a-loano-studenti-in-protesta/
887591390	20181119	201811	2018	2018.8740	USA	THE US	USA								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	036	036	03	1	4.0	20	2	20	-3.00555422838032	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20191119134500	https://extra.globo.com/noticias/economia/refens-ocidentais-sao-libertados-pelo-taliban-afegao-em-troca-de-comandantes-24088391.html
